loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
600-7	Nom	H	HP:0031864	.	HPO:nvasilevsky[2018-05-10]	.
600-7	Nom	POS	HP:0031864	.	HPO:nvasilevsky[2018-05-10]	.
600-7	Nom	NEG	HP:0031864	.	HPO:nvasilevsky[2018-05-10]	.
600-7	Nom	N	HP:0031864	.	HPO:nvasilevsky[2018-05-10]	.
630-4	Nom	H	HP:0012461	.	JGM:lccarmody[2018-09-17]	.
630-4	Nom	POS	HP:0012461	.	JGM:lccarmody[2018-09-17]	.
630-4	Nom	NEG	HP:0012461	.	JGM:lccarmody[2018-09-17]	.
630-4	Nom	N	HP:0012461	.	JGM:lccarmody[2018-09-17]	.
702-1	Ord	NEG	HP:0011273	.	HPO:nvasilevsky[2018-04-03];JGM:azhang[2018-10-17]	.
702-1	Ord	POS	HP:0011273	.	HPO:nvasilevsky[2018-04-03];JGM:azhang[2018-10-17]	.
703-9	Ord	NEG	HP:0020081	.	HPO:nvasilevsky[2019-05-28]	.
703-9	Ord	POS	HP:0020081	.	HPO:nvasilevsky[2019-05-28]	.
704-7	Qn	L	HP:0031808	.	HPO:probinson[2018-06-28]	.
704-7	Qn	N	HP:0031806	.	HPO:probinson[2018-06-28]	.
704-7	Qn	H	HP:0031807	.	HPO:probinson[2018-06-28]	.
705-4	Qn	L	HP:0031808	.	HPO:probinson[2018-06-28]	.
705-4	Qn	N	HP:0031806	.	HPO:probinson[2018-06-28]	.
705-4	Qn	H	HP:0031807	.	HPO:probinson[2018-06-28]	.
706-2	Qn	L	HP:0031808	.	JGM:azhang[2018-09-25]	.
706-2	Qn	N	HP:0031806	.	JGM:azhang[2018-09-25]	.
706-2	Qn	H	HP:0031807	.	JGM:azhang[2018-09-25]	.
707-0	Qn	L	HP:0031808	.	JGM:lccarmody[2018-09-14]	.
707-0	Qn	N	HP:0031806	.	JGM:lccarmody[2018-09-14]	.
707-0	Qn	H	HP:0031807	.	JGM:lccarmody[2018-09-14]	.
708-8	Qn	N	HP:0011893	.	HPO:nvasilevsky[2019-07-02]	.
708-8	Qn	H	HP:0032372	.	HPO:nvasilevsky[2019-07-02]	.
709-6	Qn	N	HP:0032372	.	JGM:azhang[2019-05-03]	.
709-6	Qn	H	HP:0032372	.	JGM:azhang[2019-05-03]	.
711-2	Qn	N	HP:0001879	.	JGM:Aaron[2018-03-27]	.
711-2	Qn	H	HP:0001880	.	JGM:Aaron[2018-03-27]	.
712-0	Qn	N	HP:0001879	.	JGM:Aaron[2018-03-27]	.
712-0	Qn	H	HP:0001880	.	JGM:Aaron[2018-03-27]	.
713-8	Qn	L	HP:0031891	.	JGM:lccarmody[2018-09-14]	copied from: 714-6
713-8	Qn	N	HP:0001879	.	JGM:lccarmody[2018-09-14]	copied from: 714-6
713-8	Qn	H	HP:0001880	.	JGM:lccarmody[2018-09-14]	copied from: 714-6
714-6	Qn	L	HP:0031891	.	JGM:lccarmody[2018-09-14]	.
714-6	Qn	N	HP:0001879	.	JGM:lccarmody[2018-09-14]	.
714-6	Qn	H	HP:0001880	.	JGM:lccarmody[2018-09-14]	.
718-7	Qn	L	HP:0020062	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
718-7	Qn	N	HP:0020061	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
718-7	Qn	H	HP:0020063	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
721-1	Qn	N	HP:0011902	.	UCD:tjcallahan[2019-02-23]	.
721-1	Qn	H	HP:0001900	.	UCD:tjcallahan[2019-02-23]	.
725-2	Ord	NEG	HP:0003641	.	JGM:azhang[2018-07-24]	.
725-2	Ord	POS	HP:0003641	.	JGM:azhang[2018-07-24]	.
726-0	Qn	N	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
726-0	Qn	H	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
728-6	Ord	NEG	HP:0001931	.	HPO:nvasilevsky[2018-09-26]	.
728-6	Ord	POS	HP:0001931	.	HPO:nvasilevsky[2018-09-26]	.
729-4	Qn	N	HP:0011893	.	HPO:nvasilevsky[2019-05-21]	.
729-4	Qn	H	HP:0001974	.	HPO:nvasilevsky[2019-05-21]	.
731-0	Qn	L	HP:0001888	.	JGM:Aaron[2018-03-22]	.
731-0	Qn	N	HP:0040088	.	JGM:Aaron[2018-03-22]	.
731-0	Qn	H	HP:0100827	.	JGM:Aaron[2018-03-22]	.
735-1	Qn	N	HP:0004332	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
735-1	Qn	H	HP:0004332	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
736-9	Qn	L	HP:0001888	.	JGM:azhang[2018-09-25]	.
736-9	Qn	N	HP:0040088	.	JGM:azhang[2018-09-25]	.
736-9	Qn	H	HP:0100827	.	JGM:azhang[2018-09-25]	.
737-7	Qn	L	HP:0001888	.	JGM:azhang[2018-09-25]	.
737-7	Qn	N	HP:0040088	.	JGM:azhang[2018-09-25]	.
737-7	Qn	H	HP:0100827	.	JGM:azhang[2018-09-25]	.
738-5	Ord	NEG	HP:0001972	.	JGM:azhang[2018-04-06];JGM:azhang[2018-10-17]	.
738-5	Ord	POS	HP:0001972	.	JGM:azhang[2018-04-06];JGM:azhang[2018-10-17]	.
739-3	Qn	N	HP:0032238	.	UCD:tjcallahan[2019-02-23];JGM:azhang[2019-05-03]	.
739-3	Qn	H	HP:0032238	.	UCD:tjcallahan[2019-02-23];JGM:azhang[2019-05-03]	.
740-1	Qn	N	HP:0012137	.	UCD:tjcallahan[2019-02-23]	.
740-1	Qn	H	HP:0032238	.	UCD:tjcallahan[2019-02-23]	.
741-9	Ord	NEG	HP:0001935	.	JGM:azhang[2018-04-06];JGM:azhang[2018-10-17]	.
741-9	Ord	POS	HP:0001935	.	JGM:azhang[2018-04-06];JGM:azhang[2018-10-17]	.
742-7	Qn	L	HP:0012312	.	JGM:Aaron[2018-03-22]	.
742-7	Qn	N	HP:0012310	.	JGM:Aaron[2018-03-22]	.
742-7	Qn	H	HP:0012311	.	JGM:Aaron[2018-03-22]	.
744-3	Qn	L	HP:0012312	.	JGM:azhang[2018-09-25]	.
744-3	Qn	N	HP:0012310	.	JGM:azhang[2018-09-25]	.
744-3	Qn	H	HP:0012311	.	JGM:azhang[2018-09-25]	.
748-4	Qn	N	HP:0010974	.	UCD:tjcallahan[2019-02-23]	.
748-4	Qn	H	HP:0032237	.	UCD:tjcallahan[2019-02-23]	.
749-2	Qn	N	HP:0010974	.	UCD:tjcallahan[2019-02-23]	.
749-2	Qn	H	HP:0032237	.	UCD:tjcallahan[2019-02-23]	.
751-8	Qn	L	HP:0001875	.	JGM:Aaron[2018-03-27]	.
751-8	Qn	N	HP:0011991	.	JGM:Aaron[2018-03-27]	.
751-8	Qn	H	HP:0011897	.	JGM:Aaron[2018-03-27]	.
753-4	Qn	L	HP:0001875	.	HPO:nvasilevsky[2019-01-15]	.
753-4	Qn	N	HP:0011991	.	HPO:nvasilevsky[2019-01-15]	.
753-4	Qn	H	HP:0011897	.	HPO:nvasilevsky[2019-01-15]	.
761-7	Qn	N	HP:0012614	.	HPO:nvasilevsky[2019-05-15]	.
761-7	Qn	H	HP:0012085	.	HPO:nvasilevsky[2019-05-15]	.
763-3	Qn	N	HP:0011991	.	JGM:lccarmody[2019-05-08]	.
763-3	Qn	H	HP:0032239	.	JGM:lccarmody[2019-05-08]	.
766-6	Qn	N	HP:0004821	.	HPO:nvasilevsky[2019-06-14]	.
766-6	Qn	H	HP:0004821	.	HPO:nvasilevsky[2019-06-14]	.
770-8	Qn	L	HP:0001875	.	OHSU:JP[2018-10-18]	.
770-8	Qn	N	HP:0011991	.	OHSU:JP[2018-10-18]	.
770-8	Qn	H	HP:0011897	.	OHSU:JP[2018-10-18]	.
777-3	Qn	L	HP:0001873	.	JGM:Aaron[2018-03-20]	.
777-3	Qn	N	HP:0011873	.	JGM:Aaron[2018-03-20]	.
777-3	Qn	H	HP:0001894	.	JGM:Aaron[2018-03-20]	.
778-1	Qn	L	HP:0001873	.	JGM:lccarmody[2019-05-08]	.
778-1	Qn	N	HP:0011873	.	JGM:lccarmody[2019-05-08]	.
778-1	Qn	H	HP:0001894	.	JGM:lccarmody[2019-05-08]	.
779-9	Ord	NEG	HP:0004447	.	JGM:azhang[2018-07-24]	.
779-9	Ord	POS	HP:0004447	.	JGM:azhang[2018-07-24]	.
784-9	Qn	L	HP:0025066	.	JGM:azhang[2018-10-12]	.
784-9	Qn	N	HP:0025065	.	JGM:azhang[2018-10-12]	.
784-9	Qn	H	HP:0005518	.	JGM:azhang[2018-10-12]	.
785-6	Qn	L	HP:0025547	.	HPO:nvasilevsky[2018-10-01]	.
785-6	Qn	N	HP:0025546	.	HPO:nvasilevsky[2018-10-01]	.
785-6	Qn	H	HP:0025548	.	HPO:nvasilevsky[2018-10-01]	.
786-4	Qn	L	HP:0025547	.	OHSU:JP[2018-10-18];JAX:azhang[2019-02-12]	.
786-4	Qn	N	HP:0025546	.	OHSU:JP[2018-10-18];JAX:azhang[2019-02-12]	.
786-4	Qn	H	HP:0025548	.	OHSU:JP[2018-10-18];JAX:azhang[2019-02-12]	.
787-2	Qn	L	HP:0025066	.	JGM:Aaron[2018-03-20]	.
787-2	Qn	N	HP:0025065	.	JGM:Aaron[2018-03-20]	.
787-2	Qn	H	HP:0005518	.	JGM:Aaron[2018-03-20]	.
788-0	Qn	N	HP:0031965	.	JGM:azhang[2018-07-24];JGM:azhang[2019-02-25]	.
788-0	Qn	H	HP:0031965	.	JGM:azhang[2018-07-24];JGM:azhang[2019-02-25]	.
789-8	Qn	L	HP:0020060	.	JGM:azhang[2018-10-12]	.
789-8	Qn	N	HP:0020058	.	JGM:azhang[2018-10-12]	.
789-8	Qn	H	HP:0020059	.	JGM:azhang[2018-10-12]	.
790-6	Qn	L	HP:0020060	.	JGM:azhang[2018-10-12]	.
790-6	Qn	N	HP:0020058	.	JGM:azhang[2018-10-12]	.
790-6	Qn	H	HP:0020059	.	JGM:azhang[2018-10-12]	.
798-9	Qn	N	HP:0000790	.	JGM:azhang[2018-07-24]	.
798-9	Qn	H	HP:0000790	.	JGM:azhang[2018-07-24]	.
799-7	Qn	N	HP:0000790	.	JGM:azhang[2018-07-24]	.
799-7	Qn	H	HP:0000790	.	JGM:azhang[2018-07-24]	.
800-3	Ord	NEG	HP:0001981	.	JGM:azhang[2018-07-24]	.
800-3	Ord	POS	HP:0001981	.	JGM:azhang[2018-07-24]	.
804-5	Qn	L	HP:0001882	.	JGM:lccarmody[2019-05-08]	.
804-5	Qn	N	HP:0011893	.	JGM:lccarmody[2019-05-08]	.
804-5	Qn	H	HP:0001974	.	JGM:lccarmody[2019-05-08]	.
1004-1	Ord	NEG	HP:0032366	.	JGM:azhang[2019-05-03]	.
1004-1	Ord	POS	HP:0032366	.	JGM:azhang[2019-05-03]	.
1007-4	Ord	NEG	HP:0032366	.	JGM:azhang[2019-05-03]	.
1007-4	Ord	POS	HP:0032366	.	JGM:azhang[2019-05-03]	.
1358-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1358-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1359-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1359-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1360-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1360-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1361-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1361-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1362-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1362-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1363-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1363-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1364-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1364-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1365-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1365-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1366-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1366-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1367-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1367-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1368-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
1368-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-05-24]	.
1389-6	Qn	N	HP:0012029	.	HPO:nvasilevsky[2018-07-18]	.
1389-6	Qn	H	HP:0012030	.	HPO:nvasilevsky[2018-07-18]	.
1390-4	Qn	N	HP:0012029	.	HPO:nvasilevsky[2018-07-18]	.
1390-4	Qn	H	HP:0012030	.	HPO:nvasilevsky[2018-07-18]	.
1393-8	Qn	N	HP:0012029	.	HPO:nvasilevsky[2018-07-18]	.
1393-8	Qn	H	HP:0012030	.	HPO:nvasilevsky[2018-07-18]	.
1394-6	Qn	N	HP:0012029	.	HPO:nvasilevsky[2018-07-18]	.
1394-6	Qn	H	HP:0012030	.	HPO:nvasilevsky[2018-07-18]	.
1401-9	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1401-9	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1402-7	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1402-7	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1403-5	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1403-5	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1408-4	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1408-4	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1409-2	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1409-2	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1413-4	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1413-4	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1416-7	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1416-7	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1417-5	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1417-5	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1418-3	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1418-3	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1421-7	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1421-7	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1422-5	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1422-5	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1426-6	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1426-6	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1430-8	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1430-8	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1438-1	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1438-1	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1447-2	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-05-24]	.
1447-2	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-05-24]	.
1479-5	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
1479-5	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
1480-3	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
1480-3	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
1481-1	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
1481-1	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
1482-9	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
1482-9	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
1483-7	Qn	N	HP:0012023	.	OHSU:JP[2018-09-19]	.
1483-7	Qn	H	HP:0012023	.	OHSU:JP[2018-09-19]	.
1491-0	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1491-0	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1492-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1492-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1492-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1493-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1493-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1493-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1494-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1494-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1494-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1495-1	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1495-1	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1496-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1496-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1496-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1497-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1497-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1497-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1498-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1498-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1498-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1499-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1499-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1499-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1500-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1500-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1500-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1501-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1501-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1501-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1503-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1503-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1503-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1504-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1504-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1504-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1505-7	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1505-7	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1506-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1506-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1506-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1507-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1507-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1507-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1509-9	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1509-9	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
1510-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1510-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1510-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1512-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1512-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1512-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1513-1	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1513-1	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1513-1	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1514-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1514-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1514-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1516-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1516-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1516-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1517-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1517-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1517-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1518-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1518-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1518-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1520-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1520-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1520-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1521-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1521-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1521-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1522-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1522-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1522-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1523-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1523-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1523-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1524-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1524-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1524-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1525-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1525-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1525-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1526-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1526-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1526-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1527-1	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1527-1	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1527-1	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1528-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1528-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1528-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1530-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1530-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1530-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1533-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1533-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1533-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1534-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1534-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1534-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1535-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1535-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1535-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1536-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1536-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1536-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1537-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1537-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1537-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1539-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1539-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1539-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1540-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1540-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1540-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1542-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1542-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1542-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1543-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1543-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1543-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
1544-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
1544-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
1544-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
